Week Ending Date,Metric,Category,Waiting Bands,Count
2022-05-29T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,201500
2022-05-29T00:00:00.000Z,Age,19-64 Years,Total,3346975
2022-05-29T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2400
2022-05-29T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1285615
2022-05-29T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,625260
2022-05-29T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,97455
2022-05-29T00:00:00.000Z,Age,Over 65 Years,Total,2010725
2022-05-29T00:00:00.000Z,Sex,Female,Unknown Clock Start,2630
2022-05-29T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2090595
2022-05-29T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1090820
2022-05-29T00:00:00.000Z,Sex,Female,Over 52 Weeks,180310
2022-05-29T00:00:00.000Z,Sex,Female,Total,3364355
2022-05-29T00:00:00.000Z,Sex,Male,Unknown Clock Start,2260
2022-05-29T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1612180
2022-05-29T00:00:00.000Z,Sex,Male,18 To 52 Weeks,831905
2022-05-29T00:00:00.000Z,Sex,Male,Over 52 Weeks,138675
2022-05-29T00:00:00.000Z,Sex,Male,Total,2585020
2022-06-05T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,455
2022-06-05T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,463980
2022-06-05T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,234680
2022-06-05T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,30160
2022-06-05T00:00:00.000Z,Age,0-18 Years,Total,729275
2022-06-05T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1910
2022-06-05T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2012925
2022-06-05T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1156680
2022-06-05T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,200905
2022-06-05T00:00:00.000Z,Age,19-64 Years,Total,3372425
2022-06-05T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2255
2022-06-05T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1278575
2022-06-05T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,642310
2022-06-05T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,96030
2022-06-05T00:00:00.000Z,Age,Over 65 Years,Total,2019165
2022-06-05T00:00:00.000Z,Sex,Female,Unknown Clock Start,2470
2022-06-05T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2075740
2022-06-05T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1124210
2022-06-05T00:00:00.000Z,Sex,Female,Over 52 Weeks,178945
2022-06-05T00:00:00.000Z,Sex,Female,Total,3381365
2022-06-05T00:00:00.000Z,Sex,Male,Unknown Clock Start,2170
2022-06-05T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1601770
2022-06-05T00:00:00.000Z,Sex,Male,18 To 52 Weeks,857120
2022-06-05T00:00:00.000Z,Sex,Male,Over 52 Weeks,138085
2022-06-05T00:00:00.000Z,Sex,Male,Total,2599145
2022-06-12T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,165
2022-06-12T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,460485
2022-06-12T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,237105
2022-06-12T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,30710
2022-06-12T00:00:00.000Z,Age,0-18 Years,Total,728470
2022-06-12T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2275
2022-06-12T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1962865
2022-06-12T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1136170
2022-06-12T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,198695
2022-06-12T00:00:00.000Z,Age,19-64 Years,Total,3300010
2022-06-12T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2185
2022-06-12T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1260455
2022-06-12T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,631720
2022-06-12T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,95250
2022-06-12T00:00:00.000Z,Age,Over 65 Years,Total,1989615
2022-06-12T00:00:00.000Z,Sex,Female,Unknown Clock Start,2585
2022-06-12T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2034180
2022-06-12T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1106915
2022-06-12T00:00:00.000Z,Sex,Female,Over 52 Weeks,178015
2022-06-12T00:00:00.000Z,Sex,Female,Total,3321695
2022-06-12T00:00:00.000Z,Sex,Male,Unknown Clock Start,2125
2022-06-12T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1571925
2022-06-12T00:00:00.000Z,Sex,Male,18 To 52 Weeks,845175
2022-06-12T00:00:00.000Z,Sex,Male,Over 52 Weeks,136725
2022-06-12T00:00:00.000Z,Sex,Male,Total,2555950
2022-06-19T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,195
2022-06-19T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,461160
2022-06-19T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,241745
2022-06-19T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,32370
2022-06-19T00:00:00.000Z,Age,0-18 Years,Total,735475
2022-06-19T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2345
2022-06-19T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1937145
2022-06-19T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1142315
2022-06-19T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,204895
2022-06-19T00:00:00.000Z,Age,19-64 Years,Total,3286700
2022-06-19T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2290
2022-06-19T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1260745
2022-06-19T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,638125
2022-06-19T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,98870
2022-06-19T00:00:00.000Z,Age,Over 65 Years,Total,2000030
2022-06-19T00:00:00.000Z,Sex,Female,Unknown Clock Start,2740
2022-06-19T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2017350
2022-06-19T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1117115
2022-06-19T00:00:00.000Z,Sex,Female,Over 52 Weeks,185730
2022-06-19T00:00:00.000Z,Sex,Female,Total,3322930
2022-06-19T00:00:00.000Z,Sex,Male,Unknown Clock Start,2095
2022-06-19T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1561140
2022-06-19T00:00:00.000Z,Sex,Male,18 To 52 Weeks,851020
2022-06-19T00:00:00.000Z,Sex,Male,Over 52 Weeks,140875
2022-06-19T00:00:00.000Z,Sex,Male,Total,2555125
2022-06-26T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,180
2022-06-26T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,468285
2022-06-26T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,247625
2022-06-26T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,33120
2022-06-26T00:00:00.000Z,Age,0-18 Years,Total,749210
2022-06-26T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1805
2022-06-26T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2032770
2022-06-26T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1201180
2022-06-26T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,216105
2022-06-26T00:00:00.000Z,Age,19-64 Years,Total,3451860
2022-06-26T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1200
2022-06-26T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1304255
2022-06-26T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,664165
2022-06-26T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,104405
2022-06-26T00:00:00.000Z,Age,Over 65 Years,Total,2074025
2022-06-26T00:00:00.000Z,Sex,Female,Unknown Clock Start,1730
2022-06-26T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2108420
2022-06-26T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1170920
2022-06-26T00:00:00.000Z,Sex,Female,Over 52 Weeks,195745
2022-06-26T00:00:00.000Z,Sex,Female,Total,3476820
2022-06-26T00:00:00.000Z,Sex,Male,Unknown Clock Start,1425
2022-06-26T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1630750
2022-06-26T00:00:00.000Z,Sex,Male,18 To 52 Weeks,892915
2022-06-26T00:00:00.000Z,Sex,Male,Over 52 Weeks,148440
2022-06-26T00:00:00.000Z,Sex,Male,Total,2673530
2022-07-03T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,125
2022-07-03T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,462025
2022-07-03T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,248330
2022-07-03T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,33770
2022-07-03T00:00:00.000Z,Age,0-18 Years,Total,744250
2022-07-03T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1965
2022-07-03T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2077025
2022-07-03T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1234770
2022-07-03T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,222370
2022-07-03T00:00:00.000Z,Age,19-64 Years,Total,3536125
2022-07-03T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2390
2022-07-03T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1333215
2022-07-03T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,678545
2022-07-03T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,107700
2022-07-03T00:00:00.000Z,Age,Over 65 Years,Total,2121850
2022-07-03T00:00:00.000Z,Sex,Female,Unknown Clock Start,2485
2022-07-03T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2145725
2022-07-03T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1197370
2022-07-03T00:00:00.000Z,Sex,Female,Over 52 Weeks,201605
2022-07-03T00:00:00.000Z,Sex,Female,Total,3547185
2022-07-03T00:00:00.000Z,Sex,Male,Unknown Clock Start,1990
2022-07-03T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1661265
2022-07-03T00:00:00.000Z,Sex,Male,18 To 52 Weeks,915585
2022-07-03T00:00:00.000Z,Sex,Male,Over 52 Weeks,152685
2022-07-03T00:00:00.000Z,Sex,Male,Total,2731530
2022-07-10T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,205
2022-07-10T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,468560
2022-07-10T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,252210
2022-07-10T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,34460
2022-07-10T00:00:00.000Z,Age,0-18 Years,Total,755440
2022-07-10T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2350
2022-07-10T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2022470
2022-07-10T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1218820
2022-07-10T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,223195
2022-07-10T00:00:00.000Z,Age,19-64 Years,Total,3466835
2022-07-10T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2555
2022-07-10T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1284515
2022-07-10T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,666255
2022-07-10T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,107470
2022-07-10T00:00:00.000Z,Age,Over 65 Years,Total,2060790
2022-07-10T00:00:00.000Z,Sex,Female,Unknown Clock Start,2800
2022-07-10T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2081630
2022-07-10T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1181740
2022-07-10T00:00:00.000Z,Sex,Female,Over 52 Weeks,202825
2022-07-10T00:00:00.000Z,Sex,Female,Total,3468995
2022-07-10T00:00:00.000Z,Sex,Male,Unknown Clock Start,2295
2022-07-10T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1617640
2022-07-10T00:00:00.000Z,Sex,Male,18 To 52 Weeks,901610
2022-07-10T00:00:00.000Z,Sex,Male,Over 52 Weeks,152600
2022-07-10T00:00:00.000Z,Sex,Male,Total,2674145
2022-07-17T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,155
2022-07-17T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,461205
2022-07-17T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,254700
2022-07-17T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,34905
2022-07-17T00:00:00.000Z,Age,0-18 Years,Total,750960
2022-07-17T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2085
2022-07-17T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2003170
2022-07-17T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1224240
2022-07-17T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,226570
2022-07-17T00:00:00.000Z,Age,19-64 Years,Total,3456070
2022-07-17T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2485
2022-07-17T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1315300
2022-07-17T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,677415
2022-07-17T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,109930
2022-07-17T00:00:00.000Z,Age,Over 65 Years,Total,2105125
2022-07-17T00:00:00.000Z,Sex,Female,Unknown Clock Start,2610
2022-07-17T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2090205
2022-07-17T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1196160
2022-07-17T00:00:00.000Z,Sex,Female,Over 52 Weeks,206385
2022-07-17T00:00:00.000Z,Sex,Female,Total,3495365
2022-07-17T00:00:00.000Z,Sex,Male,Unknown Clock Start,2105
2022-07-17T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1624400
2022-07-17T00:00:00.000Z,Sex,Male,18 To 52 Weeks,911755
2022-07-17T00:00:00.000Z,Sex,Male,Over 52 Weeks,155300
2022-07-17T00:00:00.000Z,Sex,Male,Total,2693560
2022-07-24T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,125
2022-07-24T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,449420
2022-07-24T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,253310
2022-07-24T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,34395
2022-07-24T00:00:00.000Z,Age,0-18 Years,Total,737245
2022-07-24T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1080
2022-07-24T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1923815
2022-07-24T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1180875
2022-07-24T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,217690
2022-07-24T00:00:00.000Z,Age,19-64 Years,Total,3323455
2022-07-24T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,1570
2022-07-24T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1266215
2022-07-24T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,652045
2022-07-24T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,105845
2022-07-24T00:00:00.000Z,Age,Over 65 Years,Total,2025675
2022-07-24T00:00:00.000Z,Sex,Female,Unknown Clock Start,1470
2022-07-24T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2029305
2022-07-24T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1173895
2022-07-24T00:00:00.000Z,Sex,Female,Over 52 Weeks,203890
2022-07-24T00:00:00.000Z,Sex,Female,Total,3408560
2022-07-24T00:00:00.000Z,Sex,Male,Unknown Clock Start,1300
2022-07-24T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1581100
2022-07-24T00:00:00.000Z,Sex,Male,18 To 52 Weeks,895270
2022-07-24T00:00:00.000Z,Sex,Male,Over 52 Weeks,152710
2022-07-24T00:00:00.000Z,Sex,Male,Total,2630380
2022-07-31T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,220
2022-07-31T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,456045
2022-07-31T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,263525
2022-07-31T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,35895
2022-07-31T00:00:00.000Z,Age,0-18 Years,Total,755690
2022-07-31T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2300
2022-07-31T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1960545
2022-07-31T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1215190
2022-07-31T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,226500
2022-07-31T00:00:00.000Z,Age,19-64 Years,Total,3404535
2022-07-31T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2745
2022-07-31T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1295495
2022-07-31T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,672130
2022-07-31T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,109730
2022-07-31T00:00:00.000Z,Age,Over 65 Years,Total,2080100
2022-07-31T00:00:00.000Z,Sex,Female,Unknown Clock Start,2430
2022-07-31T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2049480
2022-07-31T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1194730
2022-07-31T00:00:00.000Z,Sex,Female,Over 52 Weeks,207510
2022-07-31T00:00:00.000Z,Sex,Female,Total,3454150
2022-07-31T00:00:00.000Z,Sex,Male,Unknown Clock Start,1990
2022-07-31T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1597120
2022-07-31T00:00:00.000Z,Sex,Male,18 To 52 Weeks,910320
2022-07-31T00:00:00.000Z,Sex,Male,Over 52 Weeks,155060
2022-07-31T00:00:00.000Z,Sex,Male,Total,2664485
2022-08-07T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,145
2022-08-07T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,456660
2022-08-07T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,267090
2022-08-07T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36515
2022-08-07T00:00:00.000Z,Age,0-18 Years,Total,760415
2022-08-07T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2105
2022-08-07T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1969145
2022-08-07T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1232115
2022-08-07T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,230180
2022-08-07T00:00:00.000Z,Age,19-64 Years,Total,3433540
2022-08-07T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2620
2022-08-07T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1307940
2022-08-07T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,682340
2022-08-07T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,111710
2022-08-07T00:00:00.000Z,Age,Over 65 Years,Total,2104610
2022-08-07T00:00:00.000Z,Sex,Female,Unknown Clock Start,2675
2022-08-07T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2061585
2022-08-07T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1211290
2022-08-07T00:00:00.000Z,Sex,Female,Over 52 Weeks,210980
2022-08-07T00:00:00.000Z,Sex,Female,Total,3486535
2022-08-07T00:00:00.000Z,Sex,Male,Unknown Clock Start,2190
2022-08-07T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1607080
2022-08-07T00:00:00.000Z,Sex,Male,18 To 52 Weeks,923685
2022-08-07T00:00:00.000Z,Sex,Male,Over 52 Weeks,157715
2022-08-07T00:00:00.000Z,Sex,Male,Total,2690675
2022-08-14T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,135
2022-08-14T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,455150
2022-08-14T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,271830
2022-08-14T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36360
2022-08-14T00:00:00.000Z,Age,0-18 Years,Total,763470
2022-08-14T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2165
2022-08-14T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2023910
2022-08-14T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1274915
2022-08-14T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,233625
2022-08-14T00:00:00.000Z,Age,19-64 Years,Total,3534615
2022-08-14T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2710
2022-08-14T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1334665
2022-08-14T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,704760
2022-08-14T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,113435
2022-08-14T00:00:00.000Z,Age,Over 65 Years,Total,2155570
2022-08-14T00:00:00.000Z,Sex,Female,Unknown Clock Start,2800
2022-08-14T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2110695
2022-08-14T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1252580
2022-08-14T00:00:00.000Z,Sex,Female,Over 52 Weeks,214025
2022-08-14T00:00:00.000Z,Sex,Female,Total,3580095
2022-08-14T00:00:00.000Z,Sex,Male,Unknown Clock Start,2205
2022-08-14T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1638145
2022-08-14T00:00:00.000Z,Sex,Male,18 To 52 Weeks,952520
2022-08-14T00:00:00.000Z,Sex,Male,Over 52 Weeks,159965
2022-08-14T00:00:00.000Z,Sex,Male,Total,2752835
2022-08-21T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,360
2022-08-21T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,455915
2022-08-21T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,273240
2022-08-21T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37105
2022-08-21T00:00:00.000Z,Age,0-18 Years,Total,766625
2022-08-21T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1845
2022-08-21T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2023775
2022-08-21T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1270915
2022-08-21T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,238005
2022-08-21T00:00:00.000Z,Age,19-64 Years,Total,3534540
2022-08-21T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2425
2022-08-21T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1341910
2022-08-21T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,704160
2022-08-21T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,115925
2022-08-21T00:00:00.000Z,Age,Over 65 Years,Total,2164420
2022-08-21T00:00:00.000Z,Sex,Female,Unknown Clock Start,2525
2022-08-21T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2113075
2022-08-21T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1249985
2022-08-21T00:00:00.000Z,Sex,Female,Over 52 Weeks,218395
2022-08-21T00:00:00.000Z,Sex,Female,Total,3583975
2022-08-21T00:00:00.000Z,Sex,Male,Unknown Clock Start,2095
2022-08-21T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1642805
2022-08-21T00:00:00.000Z,Sex,Male,18 To 52 Weeks,952510
2022-08-21T00:00:00.000Z,Sex,Male,Over 52 Weeks,163165
2022-08-21T00:00:00.000Z,Sex,Male,Total,2760575
2022-08-28T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,225
2022-08-28T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,467155
2022-08-28T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,277705
2022-08-28T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,37565
2022-08-28T00:00:00.000Z,Age,0-18 Years,Total,782645
2022-08-28T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,2425
2022-08-28T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,2073170
2022-08-28T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1278505
2022-08-28T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,238780
2022-08-28T00:00:00.000Z,Age,19-64 Years,Total,3592880
2022-08-28T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2870
2022-08-28T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1339775
2022-08-28T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,698690
2022-08-28T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,116035
2022-08-28T00:00:00.000Z,Age,Over 65 Years,Total,2157370
2022-08-28T00:00:00.000Z,Sex,Female,Unknown Clock Start,3080
2022-08-28T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2145020
2022-08-28T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1252570
2022-08-28T00:00:00.000Z,Sex,Female,Over 52 Weeks,219440
2022-08-28T00:00:00.000Z,Sex,Female,Total,3620105
2022-08-28T00:00:00.000Z,Sex,Male,Unknown Clock Start,2435
2022-08-28T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1668725
2022-08-28T00:00:00.000Z,Sex,Male,18 To 52 Weeks,956010
2022-08-28T00:00:00.000Z,Sex,Male,Over 52 Weeks,163530
2022-08-28T00:00:00.000Z,Sex,Male,Total,2790695
2022-09-04T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,205
2022-09-04T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,449865
2022-09-04T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,277880
2022-09-04T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,36625
2022-09-04T00:00:00.000Z,Age,0-18 Years,Total,764570
2022-09-04T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,1855
2022-09-04T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1960470
2022-09-04T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1242425
2022-09-04T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,226730
2022-09-04T00:00:00.000Z,Age,19-64 Years,Total,3431475
2022-09-04T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2320
2022-09-04T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1267535
2022-09-04T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,680530
2022-09-04T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,110380
2022-09-04T00:00:00.000Z,Age,Over 65 Years,Total,2060770
2022-09-04T00:00:00.000Z,Sex,Female,Unknown Clock Start,2525
2022-09-04T00:00:00.000Z,Sex,Female,01 To 18 Weeks,2067640
2022-09-04T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1248755
2022-09-04T00:00:00.000Z,Sex,Female,Over 52 Weeks,213640
2022-09-04T00:00:00.000Z,Sex,Female,Total,3532560
2022-09-04T00:00:00.000Z,Sex,Male,Unknown Clock Start,1855
2022-09-04T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1608930
