Week Ending Date,Metric,Category,Waiting Bands,Count
2021-12-26T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1113770
2021-12-26T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,535330
2021-12-26T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,91380
2021-12-26T00:00:00.000Z,Age,Over 65 Years,Total,1743145
2021-12-26T00:00:00.000Z,Sex,Female,Unknown Clock Start,4130
2021-12-26T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1807320
2021-12-26T00:00:00.000Z,Sex,Female,18 To 52 Weeks,920865
2021-12-26T00:00:00.000Z,Sex,Female,Over 52 Weeks,156180
2021-12-26T00:00:00.000Z,Sex,Female,Total,2888500
2021-12-26T00:00:00.000Z,Sex,Male,Unknown Clock Start,3500
2021-12-26T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1398890
2021-12-26T00:00:00.000Z,Sex,Male,18 To 52 Weeks,702175
2021-12-26T00:00:00.000Z,Sex,Male,Over 52 Weeks,127875
2021-12-26T00:00:00.000Z,Sex,Male,Total,2232440
2022-01-02T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,430
2022-01-02T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,400325
2022-01-02T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,187580
2022-01-02T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,24500
2022-01-02T00:00:00.000Z,Age,0-18 Years,Total,612835
2022-01-02T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3890
2022-01-02T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1799070
2022-01-02T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1010780
2022-01-02T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,175550
2022-01-02T00:00:00.000Z,Age,19-64 Years,Total,2989285
2022-01-02T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2235
2022-01-02T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1142735
2022-01-02T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,569115
2022-01-02T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,92785
2022-01-02T00:00:00.000Z,Age,Over 65 Years,Total,1806875
2022-01-02T00:00:00.000Z,Sex,Female,Unknown Clock Start,3540
2022-01-02T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1842545
2022-01-02T00:00:00.000Z,Sex,Female,18 To 52 Weeks,970915
2022-01-02T00:00:00.000Z,Sex,Female,Over 52 Weeks,155375
2022-01-02T00:00:00.000Z,Sex,Female,Total,2972375
2022-01-02T00:00:00.000Z,Sex,Male,Unknown Clock Start,3055
2022-01-02T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1424890
2022-01-02T00:00:00.000Z,Sex,Male,18 To 52 Weeks,738430
2022-01-02T00:00:00.000Z,Sex,Male,Over 52 Weeks,127610
2022-01-02T00:00:00.000Z,Sex,Male,Total,2293990
2022-01-09T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,490
2022-01-09T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,414985
2022-01-09T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,198700
2022-01-09T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27435
2022-01-09T00:00:00.000Z,Age,0-18 Years,Total,641615
2022-01-09T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5015
2022-01-09T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1860910
2022-01-09T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1069145
2022-01-09T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,189710
2022-01-09T00:00:00.000Z,Age,19-64 Years,Total,3124775
2022-01-09T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2905
2022-01-09T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1168215
2022-01-09T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,597375
2022-01-09T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,97965
2022-01-09T00:00:00.000Z,Age,Over 65 Years,Total,1866460
2022-01-09T00:00:00.000Z,Sex,Female,Unknown Clock Start,4570
2022-01-09T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1896980
2022-01-09T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1024680
2022-01-09T00:00:00.000Z,Sex,Female,Over 52 Weeks,167760
2022-01-09T00:00:00.000Z,Sex,Female,Total,3093995
2022-01-09T00:00:00.000Z,Sex,Male,Unknown Clock Start,3855
2022-01-09T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1470885
2022-01-09T00:00:00.000Z,Sex,Male,18 To 52 Weeks,781725
2022-01-09T00:00:00.000Z,Sex,Male,Over 52 Weeks,137225
2022-01-09T00:00:00.000Z,Sex,Male,Total,2393690
2022-01-16T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,515
2022-01-16T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,422380
2022-01-16T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,201415
2022-01-16T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27395
2022-01-16T00:00:00.000Z,Age,0-18 Years,Total,651710
2022-01-16T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5275
2022-01-16T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1892435
2022-01-16T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1079545
2022-01-16T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,189640
2022-01-16T00:00:00.000Z,Age,19-64 Years,Total,3166900
2022-01-16T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3180
2022-01-16T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1181595
2022-01-16T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,606320
2022-01-16T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,97105
2022-01-16T00:00:00.000Z,Age,Over 65 Years,Total,1888200
2022-01-16T00:00:00.000Z,Sex,Female,Unknown Clock Start,4925
2022-01-16T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1927300
2022-01-16T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1037400
2022-01-16T00:00:00.000Z,Sex,Female,Over 52 Weeks,167220
2022-01-16T00:00:00.000Z,Sex,Female,Total,3136850
2022-01-16T00:00:00.000Z,Sex,Male,Unknown Clock Start,4095
2022-01-16T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1493900
2022-01-16T00:00:00.000Z,Sex,Male,18 To 52 Weeks,790800
2022-01-16T00:00:00.000Z,Sex,Male,Over 52 Weeks,136790
2022-01-16T00:00:00.000Z,Sex,Male,Total,2425585
2022-01-23T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,650
2022-01-23T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,419150
2022-01-23T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,197805
2022-01-23T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26445
2022-01-23T00:00:00.000Z,Age,0-18 Years,Total,644050
2022-01-23T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,4845
2022-01-23T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1848290
2022-01-23T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1044975
2022-01-23T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,181505
2022-01-23T00:00:00.000Z,Age,19-64 Years,Total,3079615
2022-01-23T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2785
2022-01-23T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1155320
2022-01-23T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,590535
2022-01-23T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,92615
2022-01-23T00:00:00.000Z,Age,Over 65 Years,Total,1841255
2022-01-23T00:00:00.000Z,Sex,Female,Unknown Clock Start,4520
2022-01-23T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1884645
2022-01-23T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1006895
2022-01-23T00:00:00.000Z,Sex,Female,Over 52 Weeks,159380
2022-01-23T00:00:00.000Z,Sex,Female,Total,3055440
2022-01-23T00:00:00.000Z,Sex,Male,Unknown Clock Start,3895
2022-01-23T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1462990
2022-01-23T00:00:00.000Z,Sex,Male,18 To 52 Weeks,768070
2022-01-23T00:00:00.000Z,Sex,Male,Over 52 Weeks,130960
2022-01-23T00:00:00.000Z,Sex,Male,Total,2365915
2022-01-30T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,475
2022-01-30T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,430520
2022-01-30T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,206270
2022-01-30T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27700
2022-01-30T00:00:00.000Z,Age,0-18 Years,Total,664970
2022-01-30T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5105
2022-01-30T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1896665
2022-01-30T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1108210
2022-01-30T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,196045
2022-01-30T00:00:00.000Z,Age,19-64 Years,Total,3206020
2022-01-30T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2940
2022-01-30T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1172415
2022-01-30T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,618835
2022-01-30T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,96675
2022-01-30T00:00:00.000Z,Age,Over 65 Years,Total,1890865
2022-01-30T00:00:00.000Z,Sex,Female,Unknown Clock Start,4575
2022-01-30T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1930010
2022-01-30T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1065965
2022-01-30T00:00:00.000Z,Sex,Female,Over 52 Weeks,171520
2022-01-30T00:00:00.000Z,Sex,Female,Total,3172075
2022-01-30T00:00:00.000Z,Sex,Male,Unknown Clock Start,3910
2022-01-30T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1492405
2022-01-30T00:00:00.000Z,Sex,Male,18 To 52 Weeks,809160
2022-01-30T00:00:00.000Z,Sex,Male,Over 52 Weeks,138635
2022-01-30T00:00:00.000Z,Sex,Male,Total,2444110
2022-02-06T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,650
2022-02-06T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,427130
2022-02-06T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,205835
2022-02-06T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27065
2022-02-06T00:00:00.000Z,Age,0-18 Years,Total,660680
2022-02-06T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5605
2022-02-06T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1879185
2022-02-06T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1097295
2022-02-06T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,191760
2022-02-06T00:00:00.000Z,Age,19-64 Years,Total,3173845
2022-02-06T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3130
2022-02-06T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1153475
2022-02-06T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,610380
2022-02-06T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,93795
2022-02-06T00:00:00.000Z,Age,Over 65 Years,Total,1860775
2022-02-06T00:00:00.000Z,Sex,Female,Unknown Clock Start,5055
2022-02-06T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1920700
2022-02-06T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1065880
2022-02-06T00:00:00.000Z,Sex,Female,Over 52 Weeks,168985
2022-02-06T00:00:00.000Z,Sex,Female,Total,3160620
2022-02-06T00:00:00.000Z,Sex,Male,Unknown Clock Start,4315
2022-02-06T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1486600
2022-02-06T00:00:00.000Z,Sex,Male,18 To 52 Weeks,806935
2022-02-06T00:00:00.000Z,Sex,Male,Over 52 Weeks,136155
2022-02-06T00:00:00.000Z,Sex,Male,Total,2434005
2022-02-13T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,610
2022-02-13T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,433165
2022-02-13T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,208960
2022-02-13T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26890
2022-02-13T00:00:00.000Z,Age,0-18 Years,Total,669630
2022-02-13T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5175
2022-02-13T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1880530
2022-02-13T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1095745
2022-02-13T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,188345
2022-02-13T00:00:00.000Z,Age,19-64 Years,Total,3169795
2022-02-13T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3090
2022-02-13T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1156685
2022-02-13T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,610950
2022-02-13T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,91000
2022-02-13T00:00:00.000Z,Age,Over 65 Years,Total,1861730
2022-02-13T00:00:00.000Z,Sex,Female,Unknown Clock Start,4830
2022-02-13T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1918525
2022-02-13T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1061735
2022-02-13T00:00:00.000Z,Sex,Female,Over 52 Weeks,164130
2022-02-13T00:00:00.000Z,Sex,Female,Total,3149220
2022-02-13T00:00:00.000Z,Sex,Male,Unknown Clock Start,4055
2022-02-13T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1482485
2022-02-13T00:00:00.000Z,Sex,Male,18 To 52 Weeks,801850
2022-02-13T00:00:00.000Z,Sex,Male,Over 52 Weeks,131820
2022-02-13T00:00:00.000Z,Sex,Male,Total,2420205
2022-02-20T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,610
2022-02-20T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,431180
2022-02-20T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,209540
2022-02-20T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26730
2022-02-20T00:00:00.000Z,Age,0-18 Years,Total,668060
2022-02-20T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,5340
2022-02-20T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1870765
2022-02-20T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1094455
2022-02-20T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,183315
2022-02-20T00:00:00.000Z,Age,19-64 Years,Total,3153875
2022-02-20T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3140
2022-02-20T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1144985
2022-02-20T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,605465
2022-02-20T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87455
2022-02-20T00:00:00.000Z,Age,Over 65 Years,Total,1841045
2022-02-20T00:00:00.000Z,Sex,Female,Unknown Clock Start,4930
2022-02-20T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1920970
2022-02-20T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1072755
2022-02-20T00:00:00.000Z,Sex,Female,Over 52 Weeks,161365
2022-02-20T00:00:00.000Z,Sex,Female,Total,3160025
2022-02-20T00:00:00.000Z,Sex,Male,Unknown Clock Start,4160
2022-02-20T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1486545
2022-02-20T00:00:00.000Z,Sex,Male,18 To 52 Weeks,811385
2022-02-20T00:00:00.000Z,Sex,Male,Over 52 Weeks,130175
2022-02-20T00:00:00.000Z,Sex,Male,Total,2432260
2022-02-27T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,355
2022-02-27T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,439285
2022-02-27T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,215140
2022-02-27T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,27040
2022-02-27T00:00:00.000Z,Age,0-18 Years,Total,681820
2022-02-27T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,4225
2022-02-27T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1890070
2022-02-27T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1096655
2022-02-27T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,179580
2022-02-27T00:00:00.000Z,Age,19-64 Years,Total,3170530
2022-02-27T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2455
2022-02-27T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1158895
2022-02-27T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,612705
2022-02-27T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,85985
2022-02-27T00:00:00.000Z,Age,Over 65 Years,Total,1860045
2022-02-27T00:00:00.000Z,Sex,Female,Unknown Clock Start,3775
2022-02-27T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1955805
2022-02-27T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1088660
2022-02-27T00:00:00.000Z,Sex,Female,Over 52 Weeks,160300
2022-02-27T00:00:00.000Z,Sex,Female,Total,3208545
2022-02-27T00:00:00.000Z,Sex,Male,Unknown Clock Start,3235
2022-02-27T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1514285
2022-02-27T00:00:00.000Z,Sex,Male,18 To 52 Weeks,823960
2022-02-27T00:00:00.000Z,Sex,Male,Over 52 Weeks,128965
2022-02-27T00:00:00.000Z,Sex,Male,Total,2470445
2022-03-06T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,2095
2022-03-06T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,437090
2022-03-06T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,212660
2022-03-06T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26235
2022-03-06T00:00:00.000Z,Age,0-18 Years,Total,678080
2022-03-06T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,4170
2022-03-06T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1906250
2022-03-06T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1103150
2022-03-06T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,184450
2022-03-06T00:00:00.000Z,Age,19-64 Years,Total,3198020
2022-03-06T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2395
2022-03-06T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1173310
2022-03-06T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,618375
2022-03-06T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87445
2022-03-06T00:00:00.000Z,Age,Over 65 Years,Total,1881525
2022-03-06T00:00:00.000Z,Sex,Female,Unknown Clock Start,4485
2022-03-06T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1940575
2022-03-06T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1070410
2022-03-06T00:00:00.000Z,Sex,Female,Over 52 Weeks,159265
2022-03-06T00:00:00.000Z,Sex,Female,Total,3174730
2022-03-06T00:00:00.000Z,Sex,Male,Unknown Clock Start,4140
2022-03-06T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1504265
2022-03-06T00:00:00.000Z,Sex,Male,18 To 52 Weeks,810400
2022-03-06T00:00:00.000Z,Sex,Male,Over 52 Weeks,128340
2022-03-06T00:00:00.000Z,Sex,Male,Total,2447145
2022-03-13T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,280
2022-03-13T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,439240
2022-03-13T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,214745
2022-03-13T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26290
2022-03-13T00:00:00.000Z,Age,0-18 Years,Total,680560
2022-03-13T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3770
2022-03-13T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1886375
2022-03-13T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1084945
2022-03-13T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,178650
2022-03-13T00:00:00.000Z,Age,19-64 Years,Total,3153740
2022-03-13T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2225
2022-03-13T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1159710
2022-03-13T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,608015
2022-03-13T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,85125
2022-03-13T00:00:00.000Z,Age,Over 65 Years,Total,1855070
2022-03-13T00:00:00.000Z,Sex,Female,Unknown Clock Start,3395
2022-03-13T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1925505
2022-03-13T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1055735
2022-03-13T00:00:00.000Z,Sex,Female,Over 52 Weeks,155255
2022-03-13T00:00:00.000Z,Sex,Female,Total,3139890
2022-03-13T00:00:00.000Z,Sex,Male,Unknown Clock Start,2960
2022-03-13T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1493315
2022-03-13T00:00:00.000Z,Sex,Male,18 To 52 Weeks,799840
2022-03-13T00:00:00.000Z,Sex,Male,Over 52 Weeks,124020
2022-03-13T00:00:00.000Z,Sex,Male,Total,2420135
2022-03-20T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,320
2022-03-20T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,436650
2022-03-20T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,213980
2022-03-20T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,25175
2022-03-20T00:00:00.000Z,Age,0-18 Years,Total,676125
2022-03-20T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3780
2022-03-20T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1873140
2022-03-20T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1072535
2022-03-20T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,170635
2022-03-20T00:00:00.000Z,Age,19-64 Years,Total,3120095
2022-03-20T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2385
2022-03-20T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1160800
2022-03-20T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,603300
2022-03-20T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,81415
2022-03-20T00:00:00.000Z,Age,Over 65 Years,Total,1847900
2022-03-20T00:00:00.000Z,Sex,Female,Unknown Clock Start,3455
2022-03-20T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1914645
2022-03-20T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1045065
2022-03-20T00:00:00.000Z,Sex,Female,Over 52 Weeks,147860
2022-03-20T00:00:00.000Z,Sex,Female,Total,3111025
2022-03-20T00:00:00.000Z,Sex,Male,Unknown Clock Start,3045
2022-03-20T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1485710
2022-03-20T00:00:00.000Z,Sex,Male,18 To 52 Weeks,791775
2022-03-20T00:00:00.000Z,Sex,Male,Over 52 Weeks,118640
2022-03-20T00:00:00.000Z,Sex,Male,Total,2399170
2022-03-27T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,335
2022-03-27T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,447230
2022-03-27T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,223670
2022-03-27T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26870
2022-03-27T00:00:00.000Z,Age,0-18 Years,Total,698100
2022-03-27T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3680
2022-03-27T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1926710
2022-03-27T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1130445
2022-03-27T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,185135
2022-03-27T00:00:00.000Z,Age,19-64 Years,Total,3245970
2022-03-27T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,2310
2022-03-27T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1200975
2022-03-27T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,638010
2022-03-27T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,88145
2022-03-27T00:00:00.000Z,Age,Over 65 Years,Total,1929440
2022-03-27T00:00:00.000Z,Sex,Female,Unknown Clock Start,3360
2022-03-27T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1972050
2022-03-27T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1102520
2022-03-27T00:00:00.000Z,Sex,Female,Over 52 Weeks,161030
2022-03-27T00:00:00.000Z,Sex,Female,Total,3238960
2022-03-27T00:00:00.000Z,Sex,Male,Unknown Clock Start,2925
2022-03-27T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1530495
2022-03-27T00:00:00.000Z,Sex,Male,18 To 52 Weeks,836720
2022-03-27T00:00:00.000Z,Sex,Male,Over 52 Weeks,128305
2022-03-27T00:00:00.000Z,Sex,Male,Total,2498450
2022-04-03T00:00:00.000Z,Age,0-18 Years,Unknown Clock Start,280
2022-04-03T00:00:00.000Z,Age,0-18 Years,01 To 18 Weeks,446145
2022-04-03T00:00:00.000Z,Age,0-18 Years,18 To 52 Weeks,227180
2022-04-03T00:00:00.000Z,Age,0-18 Years,Over 52 Weeks,26855
2022-04-03T00:00:00.000Z,Age,0-18 Years,Total,700455
2022-04-03T00:00:00.000Z,Age,19-64 Years,Unknown Clock Start,3695
2022-04-03T00:00:00.000Z,Age,19-64 Years,01 To 18 Weeks,1941130
2022-04-03T00:00:00.000Z,Age,19-64 Years,18 To 52 Weeks,1148265
2022-04-03T00:00:00.000Z,Age,19-64 Years,Over 52 Weeks,186235
2022-04-03T00:00:00.000Z,Age,19-64 Years,Total,3279325
2022-04-03T00:00:00.000Z,Age,Over 65 Years,Unknown Clock Start,3015
2022-04-03T00:00:00.000Z,Age,Over 65 Years,01 To 18 Weeks,1208810
2022-04-03T00:00:00.000Z,Age,Over 65 Years,18 To 52 Weeks,643820
2022-04-03T00:00:00.000Z,Age,Over 65 Years,Over 52 Weeks,87890
2022-04-03T00:00:00.000Z,Age,Over 65 Years,Total,1943535
2022-04-03T00:00:00.000Z,Sex,Female,Unknown Clock Start,3735
2022-04-03T00:00:00.000Z,Sex,Female,01 To 18 Weeks,1983515
2022-04-03T00:00:00.000Z,Sex,Female,18 To 52 Weeks,1118395
2022-04-03T00:00:00.000Z,Sex,Female,Over 52 Weeks,161995
2022-04-03T00:00:00.000Z,Sex,Female,Total,3267645
2022-04-03T00:00:00.000Z,Sex,Male,Unknown Clock Start,3220
2022-04-03T00:00:00.000Z,Sex,Male,01 To 18 Weeks,1539415
2022-04-03T00:00:00.000Z,Sex,Male,18 To 52 Weeks,848590
2022-04-03T00:00:00.000Z,Sex,Male,Over 52 Weeks,128465
2022-04-03T00:00:00.000Z,Sex,Male,Total,2519690
